Id,Title,Description,Date,Duration,Type,Session,Track,Presenters,Materials
1388,Searching for magnetic monopoles with Solid State Breakdown Counters: from LHC to Space,"Solid state breakdown counters (SSBC) combine threshold properties of nuclear track detectors (NTDs) with the convenience of electronic event registration in real time. Their simple low-cost design, combined with high dE/dx thresholds, make them an attractive candidate for experiments searching for magnetic monopoles and other highly ionizing exotic particles. In one use case, the traditional NTDs could be “sandwiched” between two thin layers of segmented SSBCs. The SSBC would then provide an immediate feedback about the potential passage of a magnetic monopole, pinpointing the position of the track. That would drastically reduce the time needed to scan and analyze the NTD images. In this talk we describe the recently proposed variant of the SSBC that offers additional advantages. The prototype SSBCs are now being fabricated at the University of Alabama. They are anticipated to be deployed as a part of the MoEDAL experiment at the Large Hadron Collider. Furthermore, the SSBC offers a unique opportunity to search for magnetic monopoles that can’t reach the Earth due to the geomagnetic cutoff. The talk also describes the joint effort of the Aerospace Engineering and Physics departments of the University of Alabama to deploy the SSBCs in the geosynchronous orbit using CubeSat satellites.",2017-08-18 13:00:00+00:00,30 minutes,Talk,Mini-workshop on Highly Ionising Avatars of New Physics,Mini-workshop on Highly Ionising Avatars of New Physics,Igor Ostrovskiy,
1389,"Overview talk on upgrades, future plans and prospects of the CMS experiment at the future HL-LHC","To extend the LHC physics program, it is foreseen to operate the LHC in the future with an unprecedented high luminosity. To maintain the experiment's physics potential in such harsh environment, the detector components will be upgraded. At the same time the detector acceptance will be extended and new features such as a L1 track trigger will be implemented. Simulation studies evaluated the performance of the new, proposed detector components in comparison to the present detector.    The impact of the expected phase-2 performance on representative physics channels is studied. Several new studies were performed recently to evaluate in detail rare Higgs decays and Higgs couplings. Standard model measurements such as precision measurement of the top mass will gain due to the improved performance. The sensitivity to find new physics beyond the SM is improved and will allow to extend the SUSY reach, search for dark matter and exotic long-lived signatures.",2017-08-24 09:30:00+00:00,30 minutes,Talk,A Particle Physics,Workshop on Future of Fundamental Physics - Accelerators in HEP and beyond,Kerstin Hoepfner,
1391,Higgs parameters measurement with CMS data,The status of most recent measurements of the Higgs boson properties is presented in this talk.    The studies are based on data recorded by the CMS experiment at 13 TeV.,2017-08-19 06:30:00+00:00,30 minutes,Talk,Mini-Workshop on Latest Results and New Physics in the Higgs Sector,Mini-Workshop on Latest Results and New Physics in the Higgs Sector,Anna Kropivnitskaya,
1392,Long-lived charged supersymmetric particles and MoEDAL,"MoEDAL is designed to search for highly ionising emissaries of new physics and extend the discovery horizon of the LHC in a complementary way to ATLAS and CMS. A number of supersymmetric scenarios give rise to highly ionising particles that may be detected, measured and even trapped by the MoEDAL detector. Such scenarios will be reviewed and the sensitivity of MoEDAL will be presented.",2017-08-18 15:30:00+00:00,30 minutes,Talk,Mini-workshop on Highly Ionising Avatars of New Physics,Mini-workshop on Highly Ionising Avatars of New Physics,"Vasiliki Mitsou, Oscar Manuel Vives Garcia, Kazuki Sakurai, Roberto Ruiz De Austri",
1395,Non-perturbative Gauge-Higgs Unification,"We describe a way to generate a 4d Higgs mechanism from a 5d pure gauge theory without a compact extra dimension or fermions. The analysis is necessarily non-perturbative and thus new, since the quantum behaviour of higher dimensional gauge theories is very little understood.",2017-08-28 08:10:00+00:00,45 minutes,Talk,"Workshop on (Super)gravity, String theory and Related Topics",A High Energy Particle Physics:,Nikos Irges,
1396,Discussion,,2017-08-22 14:50:00+00:00,20 minutes,,Workshop on Exotic Hadrons,,,
1397,Development of Micro Pattern Gas Detectors for HEP and Nucler Physics experiments and applications,"Driven by the availability of modern photolithographic techniques, Micro Pattern Gas Detectors (MPGD) have been introduced at the end of the 20th century by pioneer developments: Microstrip Gas Chambers (MSGC), Gas Electron Multipliers (GEM) and Micromegas, later followed by thick-GEM (THGEM), resistive GEM (RETGEM) and other novel micro-pattern devices. Nowadays intensive R&D activities in the field of MPGDs and their diversified applications are pursued by the large CERN- RD51 collaboration. The aims are to facilitate the development of advanced gas-avalanche detector concepts and technologies and associated electronic-readout systems, for applications in basic and applied research. MPGD systems now offer robustness, very high rate operation, high precision spatial resolution (sub 100-micron), and protection against discharges. MPGDs became important instruments in current particle-physics experiments and are in development and design stages for future ones. They are significant components of the upgrade plans for ATLAS, CMS, and ALICE at the LHC, exemplifying the beneficial transfer of detector technologies to industry. Beyond their design for experiments at future facilities (e.g. ILC), MPGDs are considered for rare-event searches, e.g. dark matter, double beta decay and neutrino scattering experiments. Detectors sensitive to x-rays, neutrons and light are finding applications in other diverse areas such as material sciences, hadron therapy systems, homeland security etc. The areas of research activities within the RD51 MPGD collaboration includes detector physics & technology, model simulations, readout electronics, production techniques, common test facilities, and applications. By this broad coverage RD51 brings together leading experts in the field of detector science and detectors users, resulting in effective progress over a wide array of applications. This talk will review the activities of the RD51, its major accomplishments so far, and future plans.",2017-08-22 13:30:00+00:00,30 minutes,Talk,Special Session on Instruments and Methods in HEP,Special Session on Instruments and Methods,Theodoros Geralis,
1398,Round Table Discussion,,2017-08-23 15:00:00+00:00,30 minutes,,Workshop on Exotic Hadrons,,,
1399,Status of the searches for Magnetic Monopoles,"In this talk the status of the searches for classical magnetic monopoles (MMs) at accelerators, for GUT superheavy monopoles in the penetrating cosmic radiation and for Intermediate Mass MMs at high altitudes is discussed, with the emphasis on  most recent results and future perspectives.",2017-08-18 08:30:00+00:00,30 minutes,Talk,Mini-workshop on Highly Ionising Avatars of New Physics,Mini-workshop on Highly Ionising Avatars of New Physics,Laura Patrizii,
1400,Quartet condensation in nuclear systems. A nuclear Quantum Phase Transition.,"It is shown that  low density nuclear matter is unstable with respect to alpha particle (quartet) formation. Since alpha particles are bosons, there occurs Bose-Einstein condensation (BEC). We calculate the critical temperature and solve the orderparameter equation at zero temperature. It is demonstrated that there exists a critical density at which quartet condensation disappears. Density, therefore, triggers a quantum phase transition (QPT). This does not happen for pairing where no QPT as a function of density exists. Rather there is a smooth transition from BEC to the BCS regime.    The fameous Hoyle 0^+ state at 7.65 MeV in 12C will be identified as a precursor of alpha particle condensation. Applying this scenario to the Hoyle state all known experimental facts of the Hoyle state are well reproduced without adjustable parameter. This is in particular true for the inelastic form factor. Other possible Hoyle-like states in heavier self-conjugate nuclei will be identified.",2017-08-22 09:00:00+00:00,30 minutes,Talk,S. Belyaev Memorial Session,Spartak Belyaev Memorial Session,Peter Schuck,
1401,Exploring collective modes in mesoscopic systems with new techniques,"The interest of modern nuclear physics in weakly bound nuclei far from stability and in emergence of collective phenomena generates new attention to questions related to formation of mean field, pairing, other collective modes, and their interplay. The theoretical methods borrowed from macroscopic techniques turn out to be insufficient for finite systems such as nuclei. For example, weak pairing that inhibits Cooper phenomenon, particle number non-conservation, proximity of continuum states, strong coupling of collective modes, weak mean field,  all suggest the need for these theories to be revised.  In this presentation we tackle these problems; we take the path laid out by S.T. Belyaev and use equations of motion to couple the collectivities and to establish simple numerical procedures allowing for solutions with exact particle-number conservation. We use simple models and configuration interaction solutions to demonstrate the workings of proposed methods.",2017-08-22 08:30:00+00:00,30 minutes,Talk,S. Belyaev Memorial Session,Spartak Belyaev Memorial Session,Alexander Volya,
1402,"Pedal coordinate, dark Kepler and other force problems","We will make the case that *pedal coordinates* (instead of polar or Cartesian coordinates) are more natural settings in which to study force problems of classical mechanics in the plane. We will show that the trajectory of a test particle under the influence of central and Lorentz-like forces can be translated into pedal coordinates at once without the need of solving any differential equation. This will allow us to generalize Newton theorem of revolving orbits to include nonlocal transforms of curves. Finally, we apply developed methods to solve the ``dark Kepler problem'', i.e. central force problem where in addition to the central body, gravitational influences of dark matter and dark energy are assumed.",2017-08-22 08:30:00+00:00,30 minutes,Talk,Special session on Astro-Cosmo-Gravity,Special session on Astro-Cosmo-Gravity,Petr Blaschke,
1404,Linking the particle yields data in HIC and lattice QCD results,We will discuss the link between LQCD and particle yields data in heavy    ion collisions to verify their  thermal origin and to justify they    description within  the Hadron Resonance Gas (HRG) model. We will    summarized the implementation of the model for different collision    energies from SIS to LHC.,2017-08-24 12:30:00+00:00,30 minutes,Talk,H. Oeschler Memorial Session,Helmut Oeschler Memorial Session,Krzysztof Redlich,
1410,Measurement of the hadronic cross sections with the CMD-3 and SND detectors at the VEPP-2000 collider,"Since December 2010 the CMD-3 and SND detectors detectors collect data at the VEPP-2000 electron-positron collider. In 2013-2015 the injection facility of the collider has undergone an upgrade of the injection system. The new BINP injection complex has been  connected to the VEPP-2000 collider, so the restrictions connected to the lack of positrons and limited beam energy transfer do not apply any more. The collider luminosity in whole energy range is restricted now only by beam-beam effects. A maximal beam-beam parameter value $\xi$ achieved is about $0.12$. VEPP-2000 collider started to collect data with two detectors at 2016 year. The collected data sample since 2010 corresponds more than  $100\,pb^{-1}$ of integrated luminosity per detector in the c.m. energy between $0.32$ and $2\,GeV$. We will report here results of analysis of various hadronic cross sections from detectors both published and preliminary. These measurements are important by themself and also because of the implications for anomaly of the magnetic moment of a muon ($g-2$) discrepancy.",2017-08-28 08:30:00+00:00,30 minutes,Talk,Parallel session,A High Energy Particle Physics:,Aleksandr Korol,
1415,Self-consistent calculations of supernova matter,TBA,2017-08-21 09:30:00+00:00,30 minutes,Talk,Special session on Astro-Cosmo-Gravity,Special session on Astro-Cosmo-Gravity,Igor Mishustin,
1416,The Hellenic Open University Cosmic Ray Telescope: Research and Educational Activities,"The Hellenic Open University Cosmic Ray Telescope consists of three autonomous stations installed at the University Campus in the city of Patras in western Greece. Each station comprises three large (1 square meter) plastic scintillators and a Codalema type RF antenna detecting Extensive Air Showers originating from primary particles with an energy threshold of 10 TeV. The construction of the charge particle detectors, the calibration procedures, the experimental methods as well as the operation and the performance of the Telescope are presented, demonstrating also its educational utilization in the framework of the HEllenic LYceum Cosmic Observatories Network (HELYCON).",2017-08-22 14:20:00+00:00,25 minutes,Talk,Session on Physics Education  and Outreach,,Antonios Leisos,
1423,Nature's optics and our understanding of light,TBA,2017-08-22 06:00:00+00:00,45 minutes,Talk,C Quantum Optics and Quantum Information,"C Quantum Physics, Quantum Optics and Quantum Information",Michael Berry,
1425,"Quantum simulators, boson sampling, and the quest for superior quantum devices","Quantum simulators promise to give rise to new insights into dynamical and static properties of complex quantum systems, beyond what is available on classical supercomputers. There is already some good evidence that quantum simulators have the potential to outperform classical computers. Yet, in order to be prone against arguments claiming a lack of imagination, this superior computational capabilities should be expressed in terms of notions of computational complexity. One of the main milestones in quantum information science is hence to realize quantum devices that exhibit an exponential computational advantage over classical ones without being universal quantum computers in complexity theoretic terms, a state of affairs dubbed exponential quantum computational advantage or simply ""quantum computational supremacy"". The paradigmatic boson samplers are devices of this type. We end the talk by discussing a number of surprisingly simple and physically plausible schemes that once realized show such a quantum computational supremacy. Both aspects of physical implementation are discussed as well as mathematical arguments used in proofs relating to notions of computational complexity. We will see that while there is good evidence that these devices outperform classical computers, they can still be efficiently and rigorously certified in their trustworthy functioning.",2017-08-28 12:30:00+00:00,30 minutes,Lecture,Parallel session,,Jens Eisert,
1427,Quantum networks: topology and spectral characterization,"To utilize a scalable quantum network and perform a quantum state transfer within distant arbitrary nodes, the coherence and control of the dynamics of couplings between the information units must be achieved as a prerequisite ingredient for quantum information processing within a hierarchical structure. Graph-theoretic approach provides a powerful tool for the characterization of quantum networks with nontrivial clustering properties. By encoding the topological features of the underlying quantum graphs, relations between the quantum complexity measures are presented revealing the intricate links between a quantum and a classical networks dynamics.",2017-08-22 14:40:00+00:00,30 minutes,Talk,Workshop on continuous variables and quantum information,,Vesna Berec,
1430,Invariance uncertainty determines quantum nonlocality,TBD,2017-08-25 07:00:00+00:00,30 minutes,Talk,Workshop on Quantum Foundations and Quantum Information,Workshop on Quantum Foundations and Quantum Information,Avishy Carmi,
1431,"Quantum simulators, boson sampling, and the quest for superior quantum devices","Quantum simulators promise to give rise to new insights into dynamical and static properties of complex quantum systems, beyond what is available on classical supercomputers. There is already some good evidence that quantum simulators have the potential to outperform classical computers. Yet, in order to be prone against arguments claiming a lack of imagination, this superior computational capabilities should be expressed in terms of notions of computational complexity. One of the main milestones in quantum information science is hence to realize quantum devices that exhibit an exponential computational advantage over classical ones without being universal quantum computers in complexity theoretic terms, a state of affairs dubbed exponential quantum computational advantage or simply ""quantum computational supremacy"". The paradigmatic boson samplers are devices of this type. We end the talk by discussing a number of surprisingly simple and physically plausible schemes that once realized show such a quantum computational supremacy. Both aspects of physical implementation are discussed as well as mathematical arguments used in proofs relating to notions of computational complexity. We will see that while there is good evidence that these devices outperform classical computers, they can still be efficiently and rigorously certified in their trustworthy functioning.",2017-08-23 06:45:00+00:00,45 minutes,Lecture,C Quantum Optics and Quantum Information,"C Quantum Physics, Quantum Optics and Quantum Information",Jens Eisert,
1435,Chiral fluids: a few theoretical issues,"We consider chiral fluids, with (nearly) massless fermionic constituents, in the confining phase.    Chiral vortical effect (CVE) is the flow of axial current along the axis of rotation of the fluid while    the spin alignment is a non-vanishing correlation of polarizations of baryons with the axis of rotation.    As the theoretical framework we use the model of pionic superfluidity induced by a non-vanishing    isotopic chemical potential. We note that the average value of spin of virtual baryons reproduces    the CVE. The role of defects, or vortices is crucial. The model does not apply directly to the quarkgluon    plasma but might indicate existence of a mechanism to produce baryons with relatively large    polarization in heavy-ion collisions.",2017-08-26 07:00:00+00:00,30 minutes,Talk,A Particle Physics,Workshop on Physics at FAIR-NICA-SPS-BES/RHIC,Valentin Zakharov,
1438,Introduction,TBA,2017-08-21 12:00:00+00:00,30 minutes,Talk,S. Belyaev Memorial Session,Spartak Belyaev Memorial Session,Vladimir Zelevinsky,
1439,On the Butterfly Effect in 3D Gravity,"We study the butterfly effect by considering shock wave solutions near the horizon    of the AdS black brane in some of 3-dimensional Gravity models including; 3D Einstein Gravity, Minimal Massive 3D Gravity, New Massive Gravity, Generalized Massive Gravity, Born-Infeld 3D Gravity and New Bi-Gravity. We calculate the butterfly velocities of these models and also we consider the critical points and different limits in some of these models. By studying the butterfly effect in the Generalized Massive Gravity, we observed a correspondence between the butterfly velocities and right-left moving degrees of freedom or the central charges of the dual 2D Conformal Field Theories.",2017-08-21 16:30:00+00:00,1 hour,Poster,Poster session,Special session on Astro-Cosmo-Gravity,Mohammad M. Qaemmaqami,
1440,Search for K+ to pi+ nu nu at NA62,"K->pinunu is one of the theoretically cleanest meson decay where to look for indirect effects of new physics complementary to LHC searches. The NA62 experiment at CERN SPS is designed to measure the branching ratio of the K+->pi+nunu decay with 10% precision. NA62 took data in 2015 and 2016 reaching the Standard Model sensitivity. The status of the experiments will be reviewed, and prospects will be presented.",2017-08-23 14:00:00+00:00,30 minutes,Talk,Parallel session,A High Energy Particle Physics:,Riccardo Aliberti,
1441,Search for heavy neutrinos at the NA48 and NA62 experiments at CERN,"The NA48 at CERN has recently published a limit on the presence of heavy neutrinos from decays of charged kaons into a pion and muons. The following NA62 experiment at CERN collected a large sample of charged kaon decays in flight with a minimum bias trigger in 2007. Upper limits on the rate of the charged kaon decay into a muon and a heavy neutral lepton (HNL) obtained from this data are reported for a range of HNL masses. The NA62 experiment has collected further data in 2015 with a completely new and improved detector. New limits on heavy neutrinos from kaon decays into pion, electron and positron will be presented.",2017-08-23 14:30:00+00:00,30 minutes,Talk,Parallel session,A High Energy Particle Physics:,Letizia Peruzzo,
1442,Resolving the singularities in General Relativity,"We find a simple modification of the longitudinal mode in General Relativity which incorporates the idea of limiting curvature. In this case the singularities in contracting Friedmann and Kasner universes are avoided, and instead, the universe has a regular bounce which takes place during the time inversely proportional to the square root of the limiting curvature. Away from the bounce, corrections to General Relativity are negligible. In addition the non-singluar modification of General Relativity delivers for free a realistic candidate for Dark Matter.",2017-08-25 05:30:00+00:00,30 minutes,Talk,"D Astroparticle, Cosmology,d Gravity, Math Phys",Special session on Astro-Cosmo-Gravity,Slava Mukhanov,
1443,Opening words,,2017-08-23 11:45:00+00:00,15 minutes,Talk,Workshop on Quantum Foundations and Quantum Information,,,
1444,TBA,TBA,2017-08-23 14:15:00+00:00,45 minutes,Talk,Workshop on Exotic Hadrons,Workshop on Exotic Hadrons,Luciano Maiani,
1445,TBA,TBA,2017-08-28 08:30:00+00:00,20 minutes,Talk,Parallel session,A High Energy Particle Physics:,Konstantin Astapov,
1446,Opening up Greek Universities: opencourses.gr,"The “open online education” paradigm is challenging the future role of Universities, open or conventional, as well as that of their faculty members. Some say that large traditional universities will have the fate of the dinosaurs, unless they adapt quickly to the new environment. This issue has been at the heart of a debate among faculty, administrators and students in Greek universities, since the launching in 2013 of the “Opening up Greek Universities” initiative, an ambitious project aiming at opening up approximately 3,900 courses selected from the undergraduate and graduate curricula of 26 Greek universities. The developed open courses have been made freely available to the general public through a national portal. The project results are presented, including the specifications of the online courses, and the support services and technological infrastructure. Also, views and policies regarding the development of open educational material and courses, and the new opportunities and risks are also discussed.",2017-08-22 14:45:00+00:00,25 minutes,Talk,Session on Physics Education  and Outreach,Special Session on Physics Education and Outreach,Lazaros Merakos,
1447,LHCb overview,LHCb overview,2017-08-21 07:00:00+00:00,30 minutes,Talk,A Particle Physics,A High Energy Particle Physics:,Yasmine Sarah Amhis,
1448,Heavy Ion Physics,Heavy Ion Physics (LHCb),2017-08-25 11:55:00+00:00,20 minutes,Talk,B Heavy Ion Physics Session,B Heavy Ion Collisions and Critical Phenomena,Emilie Maurice,
1449,Gauge Theories and non-Commutative Geometry. A review,TBA,2017-08-25 09:30:00+00:00,1 hour,Talk,A Particle Physics,A High Energy Particle Physics:,Jean Iliopoulos,
1450,Precision RENORM / MBR Diffraction Predictions Tested by Recent LHC Results,TBA,2017-08-24 07:05:00+00:00,25 minutes,Talk,A Particle Physics,A High Energy Particle Physics:,Konstantin Goulianos,
1451,Future Prospects (ATLAS),"plenary    The physics prospects at the luminosity upgrade of LHC, HL-LHC, with a data set equivalent to    3000 fb-1 simulated in the ATLAS detector, are presented and discussed.    The ultimate precision attainable on measurements of 125 GeV Higgs boson couplings to elementary    fermions and bosons is discussed, as well as the searches for partners associated with this new    particle. The electroweak sector is further studied with the analysis of the vector boson scattering,    testing the SM predictions at the LHC energy scale.    Supersymmetry is still one of the best motivated extensions of the Standard Model. The current    searches at the LHC have yielded sensitivity to TeV scale gluinos and 1st and 2nd generation    squarks, as well as to 3rd generation squarks. The sensitivity to electro-weakinos has reached    the hundreds of GeV mass range. Benchmark studies are presented to show how the sensitivity    improves at the future high-luminosity LHC runs.    Prospects for searches for new heavy bosons and dark matter candidates at 14 TeV pp collisions    are explored, as well as the sensitivity of searches for anomalous top decays.    For all these studies, a parameterised simulation of the upgraded ATLAS detector response is used,    taking into account the expected pileup conditions.",2017-08-24 09:00:00+00:00,30 minutes,Talk,A Particle Physics,Workshop on Future of Fundamental Physics - Accelerators in HEP and beyond,Marcello Bindi,
1452,What Physics Beyond the Standard Model?,TBA,2017-08-21 05:30:00+00:00,30 minutes,Talk,A Particle Physics,A High Energy Particle Physics:,John Ellis,
1453,CMS Overview,,2017-08-21 06:00:00+00:00,30 minutes,Talk,A Particle Physics,,Malgorzata Kazana,
1457,Fluctuations and correlations,Fluctuations and correlations,2017-08-17 14:10:00+00:00,40 minutes,Lecture,Lectures,Lectures,Evgeny Zabrodin,
1458,ALICE Overview,ALICE Overview,2017-08-21 09:30:00+00:00,30 minutes,Talk,B Heavy Ion Physics Session,B Heavy Ion Collisions and Critical Phenomena,Torsten Dahms,
1459,Gravity in the quantum lab,"Abstract: Quantum experiments are reaching relativistic regimes. Quantum communication protocols have been demonstrated between Earth and Satellite-based links. At these regimes the Global Positioning System requieres relativistic corrections. Therefore, it is necessary to understand how does motion and gravity will affect long-range quantum experiments. Interestingly, relativistic effects can also be observed at small lengths scales. Some effects have been demonstrated in superconducting circuits involving boundary conditions moving at relativistic speeds and quantum clocks have been used to measure time dilation in table-top experiments. In this talk I will present a formalism for the study of gravitational effects on quantum technologies.  This formalism is also applicable in the development of new quantum technologies that can be used to deepen our understanding of physics in the overlap of quantum theory and relativity. Examples include accelerometers, gravitational wave detectors and spacetime probes underpinned by quantum field theory in curved spacetime.",2017-08-23 06:00:00+00:00,45 minutes,Lecture,C Quantum Optics and Quantum Information,Workshop on Cont. Variables and Rel. Quantum Information,Ivette Fuentes,
1460,The challenges of large infrastructure physics projects in the 21st century,Invited plenary talk on The challenges of large infrastructure physics projects in the 21st century,2017-08-28 06:15:00+00:00,45 minutes,Talk,Workshop on Future of Fundamental Physics,Workshop on Future of Fundamental Physics - Accelerators in HEP and beyond,John William Womersley,
1461,The CEPC/SppC project: status and challenges,"Invited plenary talk ""The CEPC/SppC project: status and challenges""",2017-08-28 07:00:00+00:00,40 minutes,Talk,Workshop on Future of Fundamental Physics,Workshop on Future of Fundamental Physics - Accelerators in HEP and beyond,Jie Gao,
1464,Fragmentation of highly virtual partons,TBA,2017-08-17 12:10:00+00:00,40 minutes,Lecture,Lectures,A High Energy Particle Physics:,Boris Kopeliovich,
1465,Elements and applications of Relativistic Quantum Information,TBA,2017-08-17 05:30:00+00:00,40 minutes,Lecture,Lectures,,David Edward Bruschi,https://indico.cern.ch/event/559774/contributions/2658437/attachments/1509187/2352775/Bruschi_-_QOQI_Lectures.pdf
1466,Critical nucleus charge in a superstrong magnetic field,"Due to strong enhancement of loop effects in a superstrong magnetic field ($B\gg m^2/e^3$) the Coulomb potential becomes screened. This phenomenon dramatically changes the dependence of the electron energy levels on magnetic field. In particular, the freezing of energy levels occurs so the ground energy level of light ions can never reach the lower continuum (become critical), no matter how strong the field is.    Therefore, the magnetic field affects the critical nucleus charge $Z_{\rm cr}$ in two ways: i. it makes the electron movement essencially one-dimensional diminishing the value of $Z_{\rm cr}$; ii. it makes the potential weaker increasing the value of critical charge.",2017-08-28 10:00:00+00:00,30 minutes,Talk,Parallel session,Walter Greiner Memorial session,Sergey Godunov,
1467,Fermions from Oscillons,"Following a period of inflation one must reheat the Universe, and a particularly efficient way to do this is through preheating, where the homogeneous inflaton condensate produces particles due to a resonance.     The break-up of the inflaton condensate can lead to long-lived localized lumps of oscillating condensate, known as oscillons, and we shall show that these lumps are able to produce particles in a similar manner to preheating physics, even producing fermions that are heavier than the condensate field itself.",2017-08-21 09:00:00+00:00,30 minutes,Talk,Special session on Astro-Cosmo-Gravity,Special session on Astro-Cosmo-Gravity,Paul Saffin,
1468,"The MoEDAL Experiment Past, Present and Future.","MoEDAL is a pioneering experiment designed to search for highly ionising messengers of new physics such as magnetic monopoles or massive (pseudo-)stable charged particles, that are predicted to existing a plethora of models beyond the Standard Model. It started data taking at the LHC at a centre-of-mass energy of 13 TeV, in 2015. Its ground breaking physics program defines a number of scenarios that yield potentially revolutionary insights into such foundational questions as: are there extra dimensions or new symmetries; what is the mechanism for the generation of mass; does magnetic charge exist; and what is the nature of dark matter. MoEDAL purpose is to meet such far-reaching challenges at the frontier of the field. We will present the first results from the MoEDAL detector on Magnetic Monopole production that are the world’s best for Monopoles with multiple magnetic charge. In conclusion, plans to install a new MoEDAL sub-detector designed to search for very long-lived neutral particles as well as mini-charged particles will be very briefly discussed.",2017-08-18 12:00:00+00:00,30 minutes,Talk,Mini-workshop on Highly Ionising Avatars of New Physics,Mini-workshop on Highly Ionising Avatars of New Physics,James Pinfold,
1470,ATLAS and CMS prospects for Higgs measurements and searches at the high luminosity LHC,"The High Luminosity LHC (HL-LHC) targets a rich physics programme with a total integrated luminosity of 3000 fb-1. The collider will produce an unprecedented number of Higgs bosons, which will greatly improve the precision of measuring the properties of the state at 125 GeV. Also the reach of searches for additional Higgs bosons is considerably extended. This presentation will review projections from the ATLAS and CMS experiments for Higgs physics at the HL-LHC.",2017-08-21 08:30:00+00:00,30 minutes,Talk,A Particle Physics,Special session on Astro-Cosmo-Gravity,Rainer Mankel,
1473,SUSY (CMS),TBA,2017-08-25 11:30:00+00:00,30 minutes,Talk,Parallel session,Other Topics,Alexis Kalogeropoulos,
1474,Search for Charged Lepton Flavour Violation at CMS,"Lepton flavour is a conserved quantity in the standard model of particle physics, but it does not follow from an underlying gauge symmetry. After the discovery of neutrino oscillation, it has been established that lepton flavour is not conserved in the neutral sector. Thus the lepton sector is a great place to look for New Physics, and in this perspective the Charged Lepton Flavour Violation is interesting. Various extensions of the standard model predicts lepton flavour violating decays that can be observed at LHC. This talk presents several searches for lepton flavour violation with data collected by CMS detector.",2017-08-28 07:00:00+00:00,25 minutes,Talk,Parallel session,Other Topics,Swagata Mukherjee,
1475,Heavy Ions (CMS),TBA,2017-08-23 13:30:00+00:00,30 minutes,Poster,Parallel session,B Heavy Ion Collisions and Critical Phenomena,Jovan Milosevic,
1476,"Search for supersymmetry in events with one lepton, multiple jets and missing transverse momentum in proton-proton collisions at √s = 13 TeV","A search for supersymmetry in events with a single electron or muon, hadronic jets and missing transverse momentum is presented. The data corespond to 35.9 fb−1 of proton-proton collisions recorded in 2016 by the CMS experiment at a center-of-mass energy of 13 TeV. The events are sorted into several exclusive search samples based on the number of jets and b-tagged jets, the scalar sum of the jet transverse momenta, and the scalar sum of the missing transverse momentum and the transverse momentum of the lepton. The numbers of events observed in all search samples are consistent with the expectations from standard model processes, and the results are used to set lower limits on superymmetric particle masses in the context of two simplified models of gluino pair production. In the first model, each gluino decays via a three- body process to a top quark-antiquark pair and a neutralino, which is assumed to escape udetected. Gluinos with masses up to 1.8 TeV are excluded for neutralino masses below 800 GeV. In the second model, each gluino decays via a three-body process to a light quark-antiquark pair and a chargino, which subsequently decays to a W boson and a neutralino. The mass of the chargino is taken to be midway between the gluino and neutralino masses. In this model, gluinos with masses below 1.9 TeV are excluded for neutralino masses below 300 GeV.",2017-08-21 16:30:00+00:00,1 hour,Poster,Poster session,Other Topics,Anna Stakia,
1477,Jet-flavour tagging using deep-learning in the CMS experiment,"The identification of jets originating from heavy flavour quarks is a crucial aspect in numerous searches at the Large Hadron Collider. In the context of the CMS experiment, a new tagger, DeepFlavour, that uses Deep Neural Networks has been developed. DeepFlavour is a multiclassifier that is found to outperform significantly other taggers used in CMS, being so far tested in simulation. This gain in performance, especially for jets with high transverse momenta, can lead to improved sensitivity for several analyses both on searches for New Physics and on Standard Model processes.",2017-08-21 16:30:00+00:00,1 hour,Poster,Poster session,Other Topics,Anna Stakia,
1478,New Searches in High Energy Particle Physics,Summary of the workshop,2017-08-23 09:00:00+00:00,30 minutes,Talk,A Particle Physics,A High Energy Particle Physics:,Alexandra Carvalho Antunes De Oliveira,
1481,"Faster than Fourier (pre)visited: vorticulture, noise, fractals...","Faster than Fourier (pre)visited: vorticulture, noise, fractals...",2017-08-24 08:30:00+00:00,30 minutes,Talk,Workshop on Quantum Foundations and Quantum Information,"C Quantum Physics, Quantum Optics and Quantum Information",Michael Berry,
1482,Scale hierarchies in particle physics and cosmology,Scale hierarchies in particle physics and cosmology,2017-08-26 06:30:00+00:00,30 minutes,Talk,A Particle Physics,A High Energy Particle Physics:,Ignatios Antoniadis,
1483,Η γεννεση της μαζας στο αρχεγονο συμπαν (The generation of mass in the early universe),The generation of mass in the early universe,2017-08-25 18:00:00+00:00,45 minutes,Lecture,Public talk,A High Energy Particle Physics:,Jean Iliopoulos,
1484,Trends in Undergraduate Physics Education in the US,"Efforts by the United States Physics Departments to improve their Undergraduate Physics Programs and Curricula, and to increase the number of B.S. degrees awarded, as initiated by the American Physical Society, the American Institute of Physics and the American Association of Physics teachers will be presented.  Recent efforts to modernize the undergraduate program and curriculum of the Physics Department of Kent State University in Ohio will be also presented.  The revised program is based on a new curriculum, a new student advising structure and the creation of an environment of community and belonging for undergraduate physics students.  The new curriculum aims at preparing students not only for entry into the graduate school but also for employment in the industrial and high-technology private sector.",2017-08-22 12:25:00+00:00,25 minutes,Talk,Session on Physics Education  and Outreach,Special Session on Physics Education and Outreach,Gerassimos Petratos,
1485,Concert of classical music in Great Arsenal of Chania,,2017-08-25 17:30:00+00:00,30 minutes,,,,,
